caseid,task,user,end_timestamp,start_timestamp
1018,Choose best option,Anne Olwada,2011/8/8 23:21,2011/8/8 23:21
1018,Settle Conditions With Supplier,Francois de Perrier,2011/8/10 2:32,2011/8/9 14:28
1018,Create Purchase Order,Magdalena Predutta,2011/8/10 8:57,2011/8/10 8:46
1018,Confirm Purchase Order,Kiu Kan,2011/8/10 15:36,2011/8/10 15:16
1018,Deliver Goods Services,Karen Clarens,2011/8/13 14:59,2011/8/12 3:54
1018,Release Purchase Order,Anne Olwada,2011/8/13 22:02,2011/8/13 22:01
1018,Approve Purchase Order for payment,Magdalena Predutta,2011/8/14 6:32,2011/8/14 6:31
1018,Send Invoice,Sean Manney,2011/8/17 8:07,2011/8/17 8:07
1018,Release Supplier's Invoice,Pedro Alvares,2011/8/17 22:31,2011/8/17 22:28
1018,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/8/17 22:31,2011/8/17 22:31
1018,Pay Invoice,Karalda Nimwada,2011/8/17 23:47,2011/8/17 23:32
1018,End,End,2011/8/17 23:47,2011/8/17 23:47
102,Start,Start,2011/1/13 13:17,2011/1/13 13:17
102,Create Purchase Requisition,Alberto Duport,2011/1/13 13:26,2011/1/13 13:17
102,Create Request for Quotation,Clement Duchot,2011/1/13 14:20,2011/1/13 14:13
102,Analyze Request for Quotation,Francois de Perrier,2011/1/16 19:48,2011/1/16 19:32
102,Send Request for Quotation to Supplier,Francois de Perrier,2011/1/17 22:38,2011/1/17 22:11
102,Create Quotation comparison Map,Magdalena Predutta,2011/1/18 0:38,2011/1/17 23:32
102,Analyze Quotation Comparison Map,Clement Duchot,2011/1/18 7:58,2011/1/18 7:40
102,Choose best option,Penn Osterwalder,2011/1/18 7:58,2011/1/18 7:58
102,Settle Conditions With Supplier,Karel de Groot,2011/1/18 21:36,2011/1/18 9:57
102,Create Purchase Order,Francois de Perrier,2011/1/19 0:01,2011/1/18 23:49
102,Confirm Purchase Order,Kiu Kan,2011/1/19 9:41,2011/1/19 9:11
102,Deliver Goods Services,Sean Manney,2011/1/20 4:04,2011/1/20 0:23
102,Release Purchase Order,Tesca Lobes,2011/1/20 11:39,2011/1/20 11:38
102,Approve Purchase Order for payment,Karel de Groot,2011/1/21 0:46,2011/1/21 0:45
102,Send Invoice,Kiu Kan,2011/1/22 7:39,2011/1/22 7:39
102,Release Supplier's Invoice,Karalda Nimwada,2011/1/22 21:49,2011/1/22 21:46
102,Authorize Supplier's Invoice payment,Pedro Alvares,2011/1/22 21:49,2011/1/22 21:49
102,Pay Invoice,Karalda Nimwada,2011/1/22 22:19,2011/1/22 22:12
102,End,End,2011/1/22 22:19,2011/1/22 22:19
1021,Start,Start,2011/5/29 1:06,2011/5/29 1:06
1021,Create Purchase Requisition,Esmana Liubiata,2011/5/29 1:34,2011/5/29 1:06
1021,Create Request for Quotation,Anna Kaufmann,2011/5/29 1:51,2011/5/29 1:42
1021,Analyze Request for Quotation,Francois de Perrier,2011/6/1 4:02,2011/6/1 3:37
1021,End,End,2011/6/1 4:02,2011/6/1 4:02
1022,Start,Start,2011/5/29 2:31,2011/5/29 2:31
1022,Create Purchase Requisition,Kim Passa,2011/5/29 3:11,2011/5/29 2:31
1022,Create Request for Quotation,Tesca Lobes,2011/5/29 10:16,2011/5/29 10:05
1022,Analyze Request for Quotation,Magdalena Predutta,2011/6/9 21:23,2011/6/9 20:52
1022,End,End,2011/6/9 21:23,2011/6/9 21:23
1023,Start,Start,2011/5/29 4:29,2011/5/29 4:29
1023,Create Purchase Requisition,Clement Duchot,2011/5/29 4:57,2011/5/29 4:29
1023,Analyze Purchase Requisition,Heinz Gutschmidt,2011/5/29 16:58,2011/5/29 16:50
1023,End,End,2011/5/29 16:58,2011/5/29 16:58
1025,Start,Start,2011/5/29 12:04,2011/5/29 12:04
1025,Create Purchase Requisition,Elvira Lores,2011/5/29 12:25,2011/5/29 12:04
1025,Analyze Purchase Requisition,Maris Freeman,2011/5/30 0:30,2011/5/30 0:25
1025,Create Request for Quotation,Francis Odell,2011/5/30 0:39,2011/5/30 0:37
1025,Analyze Request for Quotation,Francois de Perrier,2011/6/27 7:52,2011/6/27 7:24
1025,Amend Request for Quotation,Kim Passa,2011/6/27 8:46,2011/6/27 8:41
1025,Analyze Request for Quotation,Magdalena Predutta,2011/7/9 22:31,2011/7/9 22:08
1025,Amend Request for Quotation,Esmana Liubiata,2011/7/9 23:33,2011/7/9 23:20
1025,Analyze Request for Quotation,Karel de Groot,2011/8/14 7:31,2011/8/14 7:24
1025,Amend Request for Quotation,Anna Kaufmann,2011/8/14 8:23,2011/8/14 8:17
1025,Analyze Request for Quotation,Francois de Perrier,2011/8/16 13:26,2011/8/16 13:18
1025,Amend Request for Quotation,Esmana Liubiata,2011/8/16 14:24,2011/8/16 14:14
1025,Analyze Request for Quotation,Magdalena Predutta,2011/9/13 7:49,2011/9/13 7:24
1025,End,End,2011/9/13 7:49,2011/9/13 7:49
1031,Start,Start,2011/5/30 16:38,2011/5/30 16:38
1031,Create Purchase Requisition,Anne Olwada,2011/5/30 16:57,2011/5/30 16:38
1031,Create Request for Quotation,Penn Osterwalder,2011/5/30 18:02,2011/5/30 17:56
1031,Analyze Request for Quotation,Francois de Perrier,2011/6/1 3:37,2011/6/1 3:20
1031,Send Request for Quotation to Supplier,Francois de Perrier,2011/6/1 17:00,2011/6/1 16:32
1031,Create Quotation comparison Map,Francois de Perrier,2011/6/1 20:42,2011/6/1 17:45
1031,Analyze Quotation Comparison Map,Penn Osterwalder,2011/6/2 3:36,2011/6/2 3:26
1031,Choose best option,Christian Francois,2011/6/2 3:36,2011/6/2 3:36
1031,Settle Conditions With Supplier,Francois de Perrier,2011/6/2 17:17,2011/6/2 8:01
1031,Create Purchase Order,Francois de Perrier,2011/6/4 20:35,2011/6/4 20:26
1031,Confirm Purchase Order,Sean Manney,2011/6/6 18:59,2011/6/6 18:35
1031,Deliver Goods Services,Karen Clarens,2011/6/8 5:33,2011/6/7 15:15
1031,Release Purchase Order,Penn Osterwalder,2011/6/8 13:26,2011/6/8 13:25
1031,Approve Purchase Order for payment,Francois de Perrier,2011/6/9 4:05,2011/6/9 4:04
1031,Send Invoice,Carmen Finacse,2011/6/12 19:06,2011/6/12 19:06
1031,Release Supplier's Invoice,Karalda Nimwada,2011/6/13 9:33,2011/6/13 9:30
1031,Authorize Supplier's Invoice payment,Pedro Alvares,2011/6/13 9:33,2011/6/13 9:33
1031,Pay Invoice,Pedro Alvares,2011/6/13 10:05,2011/6/13 9:52
1031,End,End,2011/6/13 10:05,2011/6/13 10:05
1033,Start,Start,2011/5/31 5:38,2011/5/31 5:38
1033,Create Purchase Requisition,Anne Olwada,2011/5/31 6:05,2011/5/31 5:38
1033,Create Request for Quotation,Fjodor Kowalski,2011/5/31 9:27,2011/5/31 9:16
1033,Analyze Request for Quotation,Magdalena Predutta,2011/6/14 12:37,2011/6/14 12:26
1033,Amend Request for Quotation,Immanuel Karagianni,2011/6/14 13:41,2011/6/14 13:28
1033,Analyze Request for Quotation,Magdalena Predutta,2011/7/28 1:52,2011/7/28 1:37
1033,Send Request for Quotation to Supplier,Magdalena Predutta,2011/7/28 8:54,2011/7/28 8:36
1033,Create Quotation comparison Map,Karel de Groot,2011/7/28 10:00,2011/7/28 9:18
1033,Analyze Quotation Comparison Map,Nico Ojenbeer,2011/7/28 17:07,2011/7/28 16:56
1033,Choose best option,Miu Hanwan,2011/7/28 17:07,2011/7/28 17:07
1033,Settle Conditions With Supplier,Magdalena Predutta,2011/7/29 7:29,2011/7/28 23:58
1033,Create Purchase Order,Karel de Groot,2011/7/29 15:46,2011/7/29 15:34
1033,Confirm Purchase Order,Kiu Kan,2011/8/3 0:44,2011/8/3 0:38
1033,Deliver Goods Services,Kiu Kan,2011/8/8 12:11,2011/8/6 16:46
1033,Release Purchase Order,Miu Hanwan,2011/8/8 19:36,2011/8/8 19:35
1033,Approve Purchase Order for payment,Magdalena Predutta,2011/8/10 6:23,2011/8/10 6:22
1033,Send Invoice,Carmen Finacse,2011/8/15 15:19,2011/8/15 15:19
1033,Release Supplier's Invoice,Pedro Alvares,2011/8/16 5:36,2011/8/16 5:31
1033,Settle Dispute With Supplier,Karalda Nimwada,2011/8/16 6:04,2011/8/16 5:47
1033,Authorize Supplier's Invoice payment,Pedro Alvares,2011/8/16 6:04,2011/8/16 6:04
1033,Pay Invoice,Pedro Alvares,2011/8/16 6:40,2011/8/16 6:30
1033,End,End,2011/8/16 6:40,2011/8/16 6:40
104,Start,Start,2011/1/13 15:07,2011/1/13 15:07
104,Create Purchase Requisition,Anna Kaufmann,2011/1/13 15:22,2011/1/13 15:07
104,Analyze Purchase Requisition,Francis Odell,2011/1/14 12:46,2011/1/14 12:42
104,Create Request for Quotation,Heinz Gutschmidt,2011/1/14 12:52,2011/1/14 12:51
104,Analyze Request for Quotation,Karel de Groot,2011/1/17 2:22,2011/1/17 1:54
104,End,End,2011/1/17 2:22,2011/1/17 2:22
1041,Start,Start,2011/6/1 13:47,2011/6/1 13:47
1041,Create Purchase Requisition,Anna Kaufmann,2011/6/1 13:54,2011/6/1 13:47
1041,Create Request for Quotation,Nico Ojenbeer,2011/6/1 17:10,2011/6/1 17:06
1041,Analyze Request for Quotation,Francois de Perrier,2011/6/3 16:06,2011/6/3 15:49
1041,Amend Request for Quotation,Kim Passa,2011/6/3 17:07,2011/6/3 16:58
1041,Analyze Request for Quotation,Francois de Perrier,2011/6/7 0:35,2011/6/7 0:16
1041,End,End,2011/6/7 0:35,2011/6/7 0:35
1042,Start,Start,2011/6/1 17:03,2011/6/1 17:03
1042,Create Purchase Requisition,Miu Hanwan,2011/6/1 17:37,2011/6/1 17:03
1042,Analyze Purchase Requisition,Francis Odell,2011/6/2 10:28,2011/6/2 10:20
1042,Create Request for Quotation,Heinz Gutschmidt,2011/6/2 10:34,2011/6/2 10:33
1042,Analyze Request for Quotation,Karel de Groot,2011/6/5 2:05,2011/6/5 1:52
1042,Amend Request for Quotation,Tesca Lobes,2011/6/5 3:01,2011/6/5 2:55
1042,Analyze Request for Quotation,Magdalena Predutta,2011/6/9 22:29,2011/6/9 22:09
1042,Amend Request for Quotation,Elvira Lores,2011/6/9 23:34,2011/6/9 23:27
1042,Analyze Request for Quotation,Magdalena Predutta,2011/6/14 11:18,2011/6/14 10:43
1042,Amend Request for Quotation,Anne Olwada,2011/6/14 12:12,2011/6/14 12:04
1042,Analyze Request for Quotation,Magdalena Predutta,2011/6/21 21:18,2011/6/21 20:58
1042,Amend Request for Quotation,Fjodor Kowalski,2011/6/21 22:16,2011/6/21 22:06
1042,Analyze Request for Quotation,Magdalena Predutta,2011/8/5 12:23,2011/8/5 11:57
1042,Send Request for Quotation to Supplier,Karel de Groot,2011/8/5 20:57,2011/8/5 20:51
1042,Create Quotation comparison Map,Francois de Perrier,2011/8/6 1:26,2011/8/5 22:13
1042,Analyze Quotation Comparison Map,Christian Francois,2011/8/6 8:25,2011/8/6 7:53
1042,Choose best option,Esmana Liubiata,2011/8/6 8:25,2011/8/6 8:25
1042,Settle Conditions With Supplier,Francois de Perrier,2011/8/7 12:32,2011/8/6 22:47
1042,Create Purchase Order,Karel de Groot,2011/8/7 14:16,2011/8/7 14:07
1042,Confirm Purchase Order,Sean Manney,2011/8/18 12:42,2011/8/18 12:14
1042,Deliver Goods Services,Kiu Kan,2011/8/27 18:27,2011/8/25 22:31
1042,Release Purchase Order,Christian Francois,2011/8/28 2:22,2011/8/28 2:21
1042,Approve Purchase Order for payment,Francois de Perrier,2011/8/28 7:54,2011/8/28 7:53
1042,Send Invoice,Kiu Kan,2011/9/1 5:07,2011/9/1 5:07
1042,Release Supplier's Invoice,Karalda Nimwada,2011/9/1 19:32,2011/9/1 19:28
1042,Settle Dispute With Supplier,Karalda Nimwada,2011/9/1 20:39,2011/9/1 20:26
1042,Authorize Supplier's Invoice payment,Pedro Alvares,2011/9/1 20:39,2011/9/1 20:39
1042,Pay Invoice,Pedro Alvares,2011/9/1 21:46,2011/9/1 21:31
1042,End,End,2011/9/1 21:46,2011/9/1 21:46
1044,Start,Start,2011/6/2 4:45,2011/6/2 4:45
1044,Create Purchase Requisition,Esmana Liubiata,2011/6/2 4:53,2011/6/2 4:45
1044,Create Request for Quotation,Anne Olwada,2011/6/2 10:37,2011/6/2 10:27
1044,Analyze Request for Quotation,Francois de Perrier,2011/7/6 8:48,2011/7/6 8:41
1044,Amend Request for Quotation,Miu Hanwan,2011/7/6 9:51,2011/7/6 9:38
1044,Analyze Request for Quotation,Karel de Groot,2011/7/22 6:08,2011/7/22 5:56
1044,Send Request for Quotation to Supplier,Karel de Groot,2011/7/23 19:32,2011/7/23 19:13
1044,Create Quotation comparison Map,Francois de Perrier,2011/7/24 12:47,2011/7/24 8:11
1044,Analyze Quotation Comparison Map,Anne Olwada,2011/7/24 20:26,2011/7/24 19:58
1044,Choose best option,Kim Passa,2011/7/24 20:26,2011/7/24 20:26
1044,Settle Conditions With Supplier,Karel de Groot,2011/7/25 18:34,2011/7/25 6:23
1044,Create Purchase Order,Francois de Perrier,2011/7/26 9:57,2011/7/26 9:46
1044,Confirm Purchase Order,Carmen Finacse,2011/8/2 22:30,2011/8/2 22:13
1044,Deliver Goods Services,Carmen Finacse,2011/9/1 13:15,2011/8/31 16:19
1044,Release Purchase Order,Alberto Duport,2011/9/1 20:55,2011/9/1 20:54
1044,Approve Purchase Order for payment,Francois de Perrier,2011/9/2 1:27,2011/9/2 1:26
1044,Send Invoice,Kiu Kan,2011/9/11 6:05,2011/9/11 6:05
1044,Release Supplier's Invoice,Karalda Nimwada,2011/9/11 20:26,2011/9/11 20:23
1044,Settle Dispute With Supplier,Karalda Nimwada,2011/9/11 21:35,2011/9/11 21:04
1044,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/9/11 21:35,2011/9/11 21:35
1044,Pay Invoice,Pedro Alvares,2011/9/11 22:46,2011/9/11 22:37
1044,End,End,2011/9/11 22:46,2011/9/11 22:46
1052,Start,Start,2011/6/3 11:08,2011/6/3 11:08
1052,Create Purchase Requisition,Penn Osterwalder,2011/6/3 11:14,2011/6/3 11:08
1052,Create Request for Quotation,Nico Ojenbeer,2011/6/3 13:00,2011/6/3 12:48
1052,Analyze Request for Quotation,Francois de Perrier,2011/7/10 6:54,2011/7/10 6:40
1052,Amend Request for Quotation,Alberto Duport,2011/7/10 7:55,2011/7/10 7:47
1052,Analyze Request for Quotation,Karel de Groot,2011/7/16 7:15,2011/7/16 6:38
1052,Amend Request for Quotation,Fjodor Kowalski,2011/7/16 8:19,2011/7/16 8:07
1052,Analyze Request for Quotation,Francois de Perrier,2011/7/22 5:49,2011/7/22 5:43
1052,Amend Request for Quotation,Anne Olwada,2011/7/22 6:43,2011/7/22 6:36
1052,Analyze Request for Quotation,Karel de Groot,2011/7/30 10:03,2011/7/30 9:32
1052,Amend Request for Quotation,Esmana Liubiata,2011/7/30 11:02,2011/7/30 10:55
1052,Analyze Request for Quotation,Karel de Groot,2011/8/1 5:19,2011/8/1 5:05
1052,Send Request for Quotation to Supplier,Francois de Perrier,2011/8/1 21:49,2011/8/1 21:46
1052,Create Quotation comparison Map,Francois de Perrier,2011/8/2 1:56,2011/8/1 23:14
1052,Analyze Quotation Comparison Map,Tesca Lobes,2011/8/2 8:52,2011/8/2 8:19
1052,Choose best option,Fjodor Kowalski,2011/8/2 8:52,2011/8/2 8:52
1052,Settle Conditions With Supplier,Karel de Groot,2011/8/2 19:46,2011/8/2 11:13
1052,Create Purchase Order,Magdalena Predutta,2011/8/2 21:23,2011/8/2 21:10
1052,Confirm Purchase Order,Kiu Kan,2011/8/3 1:47,2011/8/3 1:31
1052,Deliver Goods Services,Kiu Kan,2011/8/20 2:22,2011/8/18 2:32
1052,Release Purchase Order,Miu Hanwan,2011/8/20 9:35,2011/8/20 9:34
1052,Approve Purchase Order for payment,Magdalena Predutta,2011/8/21 15:47,2011/8/21 15:46
1052,Send Invoice,Karen Clarens,2011/8/22 8:30,2011/8/22 8:30
1052,Release Supplier's Invoice,Pedro Alvares,2011/8/22 23:03,2011/8/22 22:57
1052,Settle Dispute With Supplier,Pedro Alvares,2011/8/23 0:19,2011/8/22 23:50
1052,Authorize Supplier's Invoice payment,Pedro Alvares,2011/8/23 0:19,2011/8/23 0:19
1052,Pay Invoice,Karalda Nimwada,2011/8/23 1:12,2011/8/23 1:01
1052,End,End,2011/8/23 1:12,2011/8/23 1:12
1057,Start,Start,2011/6/3 17:21,2011/6/3 17:21
1057,Create Purchase Requisition,Esmana Liubiata,2011/6/3 17:48,2011/6/3 17:21
1057,Analyze Purchase Requisition,Francis Odell,2011/6/4 4:57,2011/6/4 4:53
1057,End,End,2011/6/4 4:57,2011/6/4 4:57
106,Start,Start,2011/1/13 17:11,2011/1/13 17:11
106,Create Purchase Requisition,Tesca Lobes,2011/1/13 17:18,2011/1/13 17:11
106,Analyze Purchase Requisition,Francis Odell,2011/1/14 16:08,2011/1/14 16:03
106,Create Request for Quotation,Maris Freeman,2011/1/14 16:14,2011/1/14 16:13
106,Analyze Request for Quotation,Karel de Groot,2011/1/15 3:15,2011/1/15 2:57
106,Amend Request for Quotation,Esmana Liubiata,2011/1/15 4:07,2011/1/15 3:59
106,Analyze Request for Quotation,Francois de Perrier,2011/1/16 22:56,2011/1/16 22:33
106,End,End,2011/1/16 22:56,2011/1/16 22:56
1060,Start,Start,2011/6/3 21:48,2011/6/3 21:48
1060,Create Purchase Requisition,Esmana Liubiata,2011/6/3 21:53,2011/6/3 21:48
1060,Create Request for Quotation,Penn Osterwalder,2011/6/3 23:51,2011/6/3 23:45
1060,Analyze Request for Quotation,Francois de Perrier,2011/6/6 1:36,2011/6/6 1:14
1060,Send Request for Quotation to Supplier,Karel de Groot,2011/6/6 15:31,2011/6/6 15:04
1060,Create Quotation comparison Map,Magdalena Predutta,2011/6/6 20:05,2011/6/6 16:09
1060,Analyze Quotation Comparison Map,Immanuel Karagianni,2011/6/7 2:55,2011/6/7 2:40
1060,Choose best option,Miu Hanwan,2011/6/7 2:55,2011/6/7 2:55
1060,Settle Conditions With Supplier,Francois de Perrier,2011/6/9 4:04,2011/6/8 18:33
1060,Create Purchase Order,Francois de Perrier,2011/6/9 10:21,2011/6/9 10:11
1060,Confirm Purchase Order,Kiu Kan,2011/6/15 17:33,2011/6/15 16:59
1060,Deliver Goods Services,Karen Clarens,2011/6/17 6:25,2011/6/16 16:30
1060,Release Purchase Order,Kim Passa,2011/6/17 14:02,2011/6/17 14:01
1060,Approve Purchase Order for payment,Magdalena Predutta,2011/6/17 21:41,2011/6/17 21:40
1060,Send Invoice,Karen Clarens,2011/6/19 6:51,2011/6/19 6:51
1060,Release Supplier's Invoice,Pedro Alvares,2011/6/19 21:21,2011/6/19 21:18
1060,Authorize Supplier's Invoice payment,Pedro Alvares,2011/6/19 21:21,2011/6/19 21:21
1060,Pay Invoice,Pedro Alvares,2011/6/19 22:36,2011/6/19 22:23
1060,End,End,2011/6/19 22:36,2011/6/19 22:36
1063,Start,Start,2011/6/4 5:16,2011/6/4 5:16
1063,Create Purchase Requisition,Anne Olwada,2011/6/4 6:10,2011/6/4 5:16
1063,Create Request for Quotation,Tesca Lobes,2011/6/4 10:49,2011/6/4 10:38
1063,Analyze Request for Quotation,Karel de Groot,2011/7/22 6:40,2011/7/22 6:08
1063,Send Request for Quotation to Supplier,Magdalena Predutta,2011/7/22 13:46,2011/7/22 13:34
1063,Create Quotation comparison Map,Francois de Perrier,2011/7/23 0:25,2011/7/22 21:21
1063,Analyze Quotation Comparison Map,Penn Osterwalder,2011/7/23 7:50,2011/7/23 7:25
1063,Choose best option,Elvira Lores,2011/7/23 7:50,2011/7/23 7:50
1063,Settle Conditions With Supplier,Francois de Perrier,2011/7/24 5:19,2011/7/23 18:52
1063,Create Purchase Order,Magdalena Predutta,2011/7/24 17:20,2011/7/24 17:08
1063,Confirm Purchase Order,Karen Clarens,2011/8/3 0:17,2011/8/2 23:49
1063,Deliver Goods Services,Carmen Finacse,2011/8/16 8:06,2011/8/15 15:30
1063,Release Purchase Order,Penn Osterwalder,2011/8/16 15:18,2011/8/16 15:17
1063,Approve Purchase Order for payment,Francois de Perrier,2011/8/18 3:00,2011/8/18 2:59
1063,Send Invoice,Esmeralda Clay,2011/8/21 20:11,2011/8/21 20:11
1063,Release Supplier's Invoice,Pedro Alvares,2011/8/22 10:37,2011/8/22 10:32
1063,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/8/22 10:40,2011/8/22 10:40
1063,Pay Invoice,Pedro Alvares,2011/8/22 11:42,2011/8/22 11:30
1063,End,End,2011/8/22 11:42,2011/8/22 11:42
1065,Start,Start,2011/6/4 6:55,2011/6/4 6:55
1065,Create Purchase Requisition,Immanuel Karagianni,2011/6/4 7:01,2011/6/4 6:55
1065,Analyze Purchase Requisition,Maris Freeman,2011/6/5 4:06,2011/6/5 3:58
1065,Create Request for Quotation,Maris Freeman,2011/6/5 4:16,2011/6/5 4:13
1065,Analyze Request for Quotation,Karel de Groot,2011/6/14 13:06,2011/6/14 12:45
1065,Amend Request for Quotation,Francis Odell,2011/6/15 5:18,2011/6/15 4:58
1065,Analyze Request for Quotation,Karel de Groot,2011/6/28 18:56,2011/6/28 18:18
1065,Amend Request for Quotation,Kim Passa,2011/6/28 19:45,2011/6/28 19:38
1065,Analyze Request for Quotation,Magdalena Predutta,2011/7/22 7:20,2011/7/22 6:56
1065,Amend Request for Quotation,Fjodor Kowalski,2011/7/22 8:05,2011/7/22 7:58
1065,Analyze Request for Quotation,Francois de Perrier,2011/8/2 7:21,2011/8/2 7:02
1065,Amend Request for Quotation,Kim Passa,2011/8/2 8:23,2011/8/2 8:12
1065,Analyze Request for Quotation,Karel de Groot,2011/8/3 20:20,2011/8/3 20:01
1065,Send Request for Quotation to Supplier,Francois de Perrier,2011/8/4 0:44,2011/8/4 0:19
